date,lowbound_10th_hosp,median_hosp,upbound_90th_hosp,lowbound_10th_icu,median_icu,upbound_90th_icu,lowbound_10th_deaths,median_deaths,upbound_90th_deaths,lowbound_10th_rt,median_rt,upbound_90th_rt,county
2020-06-04,1.5,2.7,4.16,0.69,1.23,1.89,0.78,1.31,2.12,1.16,1.55,2.09,Butte
2020-06-05,1.56,2.77,4.24,0.72,1.26,1.92,0.81,1.34,2.15,1.17,1.55,2.1,Butte
2020-06-06,1.62,2.84,4.31,0.74,1.29,1.96,0.83,1.37,2.18,1.17,1.55,2.1,Butte
2020-06-07,1.7,2.92,4.39,0.76,1.32,1.99,0.86,1.4,2.21,1.18,1.55,2.08,Butte
2020-06-08,1.78,3.02,4.48,0.79,1.36,2.03,0.89,1.43,2.24,1.19,1.56,2.06,Butte
2020-06-09,1.88,3.13,4.62,0.83,1.41,2.09,0.92,1.46,2.28,1.21,1.55,2.01,Butte
2020-06-10,1.98,3.25,4.75,0.87,1.46,2.14,0.95,1.49,2.31,1.24,1.55,1.96,Butte
2020-06-11,2.08,3.38,4.87,0.92,1.51,2.19,0.98,1.52,2.34,1.28,1.55,1.9,Butte
2020-06-12,2.18,3.52,5.04,0.97,1.56,2.26,1.02,1.56,2.37,1.3,1.54,1.86,Butte
2020-06-13,2.3,3.67,5.23,1.02,1.63,2.33,1.05,1.59,2.4,1.31,1.54,1.84,Butte
2020-06-14,2.42,3.83,5.41,1.06,1.7,2.41,1.09,1.63,2.45,1.31,1.54,1.84,Butte
2020-06-15,2.57,3.99,5.62,1.12,1.77,2.5,1.13,1.67,2.49,1.3,1.53,1.84,Butte
2020-06-16,2.71,4.18,5.83,1.19,1.84,2.59,1.17,1.71,2.53,1.29,1.54,1.85,Butte
2020-06-17,2.86,4.38,6.07,1.25,1.93,2.69,1.21,1.75,2.57,1.28,1.54,1.85,Butte
2020-06-18,3.01,4.59,6.33,1.32,2.01,2.8,1.25,1.8,2.62,1.28,1.54,1.85,Butte
2020-06-19,3.17,4.81,6.61,1.38,2.1,2.91,1.3,1.84,2.66,1.28,1.53,1.86,Butte
2020-06-20,3.35,5.04,6.91,1.46,2.2,3.03,1.34,1.89,2.71,1.28,1.53,1.86,Butte
2020-06-21,3.53,5.29,7.2,1.54,2.3,3.15,1.39,1.94,2.76,1.28,1.53,1.86,Butte
2020-06-22,3.73,5.54,7.48,1.62,2.4,3.28,1.44,1.99,2.81,1.28,1.53,1.86,Butte
2020-06-23,3.96,5.81,7.78,1.71,2.51,3.4,1.5,2.04,2.87,1.28,1.53,1.86,Butte
2020-06-24,4.2,6.09,8.12,1.81,2.63,3.54,1.55,2.1,2.92,1.28,1.53,1.86,Butte
2020-06-25,4.45,6.4,8.43,1.92,2.76,3.69,1.62,2.16,2.98,1.28,1.53,1.86,Butte
2020-06-26,4.72,6.72,8.78,2.04,2.89,3.83,1.68,2.22,3.04,1.28,1.53,1.86,Butte
2020-06-27,5.04,7.07,9.13,2.17,3.03,3.98,1.74,2.28,3.12,1.28,1.53,1.86,Butte
2020-06-28,5.36,7.42,9.49,2.3,3.19,4.14,1.8,2.36,3.2,1.28,1.53,1.85,Butte
2020-06-29,5.73,7.79,9.86,2.45,3.35,4.31,1.87,2.43,3.27,1.28,1.53,1.85,Butte
2020-06-30,6.13,8.17,10.28,2.61,3.51,4.47,1.94,2.5,3.35,1.28,1.53,1.85,Butte
2020-07-01,6.58,8.57,10.69,2.78,3.69,4.65,2.01,2.58,3.44,1.28,1.53,1.85,Butte
2020-07-02,6.99,9.01,11.1,2.96,3.88,4.84,2.09,2.67,3.53,1.27,1.53,1.84,Butte
2020-07-03,7.43,9.47,11.57,3.14,4.08,5.04,2.18,2.76,3.61,1.27,1.53,1.84,Butte
2020-07-04,7.91,9.97,12.07,3.33,4.29,5.26,2.27,2.85,3.72,1.25,1.52,1.83,Butte
2020-07-05,8.4,10.48,12.62,3.54,4.51,5.5,2.36,2.94,3.82,1.22,1.51,1.83,Butte
2020-07-06,8.91,11.03,13.24,3.75,4.73,5.75,2.45,3.05,3.93,1.18,1.5,1.83,Butte
2020-07-07,9.43,11.59,13.87,3.97,4.97,6.01,2.56,3.15,4.04,1.11,1.48,1.85,Butte
2020-07-08,9.99,12.2,14.56,4.2,5.23,6.31,2.66,3.27,4.16,1.05,1.46,1.88,Butte
2020-07-09,10.51,12.81,15.28,4.44,5.49,6.62,2.76,3.38,4.29,0.98,1.45,1.93,Butte
2020-07-10,11.04,13.48,16.07,4.67,5.77,6.95,2.87,3.51,4.43,0.94,1.44,1.96,Butte
2020-07-11,11.62,14.17,16.92,4.91,6.07,7.31,2.99,3.64,4.57,0.92,1.43,1.98,Butte
2020-07-12,12.19,14.89,17.81,5.16,6.39,7.67,3.12,3.77,4.72,0.91,1.43,2.01,Butte
2020-07-13,12.72,15.63,18.76,5.39,6.7,8.04,3.24,3.92,4.89,0.9,1.42,2.02,Butte
2020-07-14,13.24,16.39,19.75,5.66,7.04,8.49,3.37,4.07,5.06,0.89,1.42,2.03,Butte
2020-07-15,13.75,17.2,20.83,5.9,7.38,8.93,3.51,4.24,5.23,0.89,1.42,2.03,Butte
2020-07-16,14.24,18.07,22,6.12,7.74,9.45,3.65,4.41,5.41,0.88,1.41,2.03,Butte
2020-07-17,14.7,18.93,23.38,6.37,8.11,10,3.8,4.58,5.61,0.88,1.41,2.02,Butte
2020-07-18,15.1,19.79,24.83,6.58,8.5,10.61,3.97,4.76,5.82,0.88,1.41,2.02,Butte
2020-07-19,15.48,20.74,26.51,6.78,8.9,11.29,4.12,4.95,6.04,0.88,1.41,2.02,Butte
2020-07-20,15.83,21.67,28.37,6.96,9.31,12.05,4.29,5.15,6.29,0.88,1.41,2.02,Butte
2020-07-21,16.1,22.63,30.48,7.1,9.74,12.9,4.48,5.38,6.56,0.88,1.41,2.03,Butte
2020-07-22,16.37,23.62,32.84,7.22,10.17,13.87,4.65,5.6,6.83,,,,Butte
2020-07-23,16.5,24.72,35.42,7.3,10.59,14.9,4.83,5.83,7.13,,,,Butte
2020-07-24,16.63,25.85,38.26,7.4,11.03,16.07,5.02,6.07,7.45,,,,Butte
2020-07-25,16.79,27.02,41.29,7.51,11.51,17.28,5.2,6.33,7.79,,,,Butte
2020-07-26,16.93,28.19,44.77,7.58,12,18.78,5.4,6.59,8.13,,,,Butte
2020-07-27,16.97,29.44,48.52,7.65,12.54,20.36,5.59,6.87,8.53,,,,Butte
2020-07-28,16.99,30.64,52.66,7.74,13.11,22.08,5.77,7.17,8.95,,,,Butte
2020-07-29,16.89,31.97,57.02,7.8,13.68,23.91,5.97,7.48,9.43,,,,Butte
2020-07-30,16.92,33.29,61.84,7.83,14.3,25.91,6.17,7.78,9.95,,,,Butte
2020-07-31,16.95,34.7,67.01,7.83,14.91,28.33,6.37,8.11,10.46,,,,Butte
2020-08-01,16.89,36.06,73.05,7.84,15.52,30.76,6.58,8.43,11.04,,,,Butte
2020-08-02,16.8,37.37,79.01,7.82,16.2,33.31,6.77,8.79,11.69,,,,Butte
2020-08-03,16.75,38.98,86.19,7.87,16.88,36.02,6.99,9.17,12.41,,,,Butte
2020-08-04,16.76,40.56,93.47,7.83,17.56,39.07,7.18,9.55,13.17,,,,Butte
2020-08-05,16.74,42.26,102.37,7.82,18.26,42.32,7.36,9.96,14,,,,Butte
2020-08-06,16.66,44.02,111.16,7.81,18.98,46.13,7.57,10.39,14.92,,,,Butte
2020-08-07,16.58,46.01,121.39,7.79,19.71,50.08,7.76,10.82,15.91,,,,Butte
2020-08-08,16.58,47.65,131.74,7.76,20.43,54.49,7.95,11.27,17.05,,,,Butte
2020-08-09,16.49,49.45,143.38,7.75,21.21,59.28,8.16,11.73,18.29,,,,Butte
2020-08-10,16.38,51.38,155.68,7.74,22.06,64.51,8.35,12.23,19.57,,,,Butte
2020-08-11,16.26,53.37,169.49,7.73,23.02,69.94,8.5,12.75,21.05,,,,Butte
2020-08-12,16.11,55.29,184.14,7.69,23.91,76.17,8.68,13.28,22.7,,,,Butte
2020-08-13,15.95,57.37,199.76,7.64,24.83,82.64,8.87,13.8,24.43,,,,Butte
2020-08-14,15.87,59.59,217.07,7.56,25.75,89.3,9.05,14.35,26.28,,,,Butte
2020-08-15,15.64,61.77,235.3,7.52,26.67,97.06,9.25,14.87,28.39,,,,Butte
2020-03-15,2.49,5.98,12.72,0.89,2.13,4.5,0.22,0.55,1.17,1.61,2.88,4.61,Contra Costa
2020-03-16,3.06,7.04,14.6,1.09,2.51,5.18,0.27,0.66,1.38,1.54,2.84,4.58,Contra Costa
2020-03-17,3.74,8.31,16.58,1.33,2.96,5.91,0.33,0.78,1.63,1.46,2.75,4.5,Contra Costa
2020-03-18,4.6,9.75,18.63,1.64,3.48,6.65,0.4,0.93,1.91,1.32,2.59,4.36,Contra Costa
2020-03-19,5.63,11.46,20.94,2.01,4.08,7.45,0.48,1.11,2.21,1.15,2.35,4.11,Contra Costa
2020-03-20,6.95,13.34,23.34,2.47,4.78,8.28,0.59,1.31,2.56,1,2.01,3.72,Contra Costa
2020-03-21,8.54,15.57,25.79,3.04,5.56,9.16,0.72,1.55,2.95,0.92,1.58,3.22,Contra Costa
2020-03-22,10.49,17.98,28.21,3.72,6.43,10.04,0.88,1.82,3.37,0.87,1.21,2.62,Contra Costa
2020-03-23,12.71,20.67,30.7,4.5,7.37,10.93,1.08,2.15,3.83,0.83,1.03,2,Contra Costa
2020-03-24,15.31,23.43,33.04,5.43,8.37,11.8,1.34,2.52,4.33,0.81,0.95,1.46,Contra Costa
2020-03-25,18.16,26.26,35.41,6.47,9.36,12.62,1.63,2.93,4.86,0.79,0.91,1.15,Contra Costa
2020-03-26,21.14,28.97,37.54,7.51,10.33,13.39,1.98,3.4,5.43,0.77,0.89,1.05,Contra Costa
2020-03-27,24.1,31.5,39.54,8.57,11.23,14.07,2.39,3.92,6.04,0.76,0.88,1.02,Contra Costa
2020-03-28,26.91,33.95,41.38,9.57,12.05,14.69,2.84,4.47,6.68,0.76,0.87,1,Contra Costa
2020-03-29,29.39,36.1,43.05,10.47,12.8,15.3,3.34,5.07,7.37,0.75,0.86,1,Contra Costa
2020-03-30,31.62,38,44.55,11.23,13.48,15.84,3.92,5.71,8.06,0.75,0.86,0.99,Contra Costa
2020-03-31,33.66,39.66,45.83,11.92,14.08,16.34,4.52,6.38,8.77,0.75,0.86,0.98,Contra Costa
2020-04-01,35.42,41.18,47.06,12.52,14.6,16.76,5.16,7.07,9.51,0.75,0.85,0.97,Contra Costa
2020-04-02,36.91,42.48,48.08,13.03,15.04,17.13,5.86,7.81,10.26,0.76,0.85,0.95,Contra Costa
2020-04-03,38.18,43.55,48.95,13.47,15.41,17.43,6.58,8.55,11.01,0.76,0.84,0.93,Contra Costa
2020-04-04,39.21,44.47,49.67,13.84,15.72,17.72,7.32,9.32,11.78,0.76,0.84,0.92,Contra Costa
2020-04-05,40.09,45.26,50.28,14.15,15.96,17.95,8.08,10.11,12.58,0.76,0.84,0.91,Contra Costa
2020-04-06,40.79,45.86,50.77,14.38,16.18,18.12,8.86,10.9,13.36,0.76,0.83,0.91,Contra Costa
2020-04-07,41.34,46.3,51.09,14.56,16.34,18.25,9.65,11.71,14.16,0.76,0.83,0.91,Contra Costa
2020-04-08,41.77,46.62,51.34,14.69,16.46,18.35,10.46,12.52,14.97,0.76,0.83,0.91,Contra Costa
2020-04-09,42.11,46.81,51.49,14.78,16.52,18.4,11.28,13.34,15.79,0.76,0.83,0.91,Contra Costa
2020-04-10,42.3,46.9,51.54,14.81,16.55,18.42,12.08,14.17,16.6,0.76,0.83,0.91,Contra Costa
2020-04-11,42.43,46.93,51.53,14.82,16.55,18.39,12.92,14.99,17.43,0.76,0.83,0.91,Contra Costa
2020-04-12,42.4,46.84,51.38,14.82,16.51,18.37,13.74,15.83,18.23,0.76,0.83,0.9,Contra Costa
2020-04-13,42.35,46.65,51.2,14.76,16.44,18.29,14.56,16.65,19.04,0.76,0.83,0.9,Contra Costa
2020-04-14,42.19,46.44,50.93,14.67,16.36,18.2,15.39,17.48,19.85,0.76,0.83,0.9,Contra Costa
2020-04-15,41.98,46.18,50.6,14.57,16.24,18.08,16.21,18.3,20.66,0.77,0.83,0.9,Contra Costa
2020-04-16,41.71,45.84,50.19,14.46,16.11,17.95,17.02,19.11,21.46,0.77,0.83,0.9,Contra Costa
2020-04-17,41.37,45.45,49.76,14.33,15.96,17.8,17.83,19.91,22.25,0.77,0.83,0.9,Contra Costa
2020-04-18,40.96,45.03,49.32,14.18,15.81,17.61,18.63,20.71,23.03,0.77,0.83,0.9,Contra Costa
2020-04-19,40.54,44.6,48.77,14.02,15.65,17.44,19.43,21.49,23.8,0.77,0.84,0.9,Contra Costa
2020-04-20,40.09,44.1,48.25,13.85,15.46,17.27,20.21,22.27,24.57,0.77,0.84,0.91,Contra Costa
2020-04-21,39.58,43.57,47.68,13.66,15.27,17.07,20.97,23.04,25.33,0.77,0.84,0.91,Contra Costa
2020-04-22,39.05,43.03,47.11,13.47,15.07,16.86,21.73,23.81,26.09,0.77,0.84,0.91,Contra Costa
2020-04-23,38.48,42.46,46.49,13.28,14.87,16.67,22.47,24.56,26.83,0.77,0.84,0.91,Contra Costa
2020-04-24,37.91,41.89,45.86,13.07,14.66,16.45,23.2,25.31,27.56,0.77,0.84,0.91,Contra Costa
2020-04-25,37.35,41.32,45.25,12.86,14.45,16.24,23.93,26.04,28.29,0.77,0.84,0.91,Contra Costa
2020-04-26,36.78,40.68,44.62,12.64,14.23,16.01,24.64,26.76,29,0.77,0.84,0.91,Contra Costa
2020-04-27,36.18,40.06,43.97,12.43,14.01,15.78,25.36,27.47,29.69,0.77,0.84,0.91,Contra Costa
2020-04-28,35.58,39.42,43.32,12.24,13.8,15.54,26.07,28.17,30.4,0.77,0.84,0.91,Contra Costa
2020-04-29,35,38.8,42.66,12.02,13.58,15.33,26.76,28.86,31.08,0.77,0.84,0.92,Contra Costa
2020-04-30,34.42,38.18,42.03,11.81,13.36,15.11,27.42,29.54,31.74,0.78,0.85,0.92,Contra Costa
2020-05-01,33.83,37.56,41.37,11.6,13.14,14.88,28.08,30.2,32.4,0.78,0.85,0.93,Contra Costa
2020-05-02,33.25,36.93,40.74,11.4,12.92,14.66,28.72,30.86,33.05,0.77,0.85,0.94,Contra Costa
2020-05-03,32.66,36.32,40.15,11.19,12.71,14.43,29.35,31.51,33.69,0.77,0.86,0.94,Contra Costa
2020-05-04,32.05,35.72,39.55,10.98,12.49,14.21,29.98,32.14,34.32,0.77,0.86,0.95,Contra Costa
2020-05-05,31.45,35.12,38.93,10.78,12.27,13.99,30.59,32.77,34.93,0.77,0.86,0.95,Contra Costa
2020-05-06,30.86,34.54,38.37,10.58,12.06,13.76,31.21,33.38,35.55,0.77,0.86,0.95,Contra Costa
2020-05-07,30.28,33.93,37.79,10.38,11.85,13.54,31.81,33.98,36.15,0.77,0.86,0.95,Contra Costa
2020-05-08,29.72,33.36,37.22,10.19,11.65,13.33,32.4,34.57,36.74,0.77,0.86,0.96,Contra Costa
2020-05-09,29.17,32.8,36.67,10,11.44,13.13,32.97,35.15,37.32,0.77,0.86,0.96,Contra Costa
2020-05-10,28.63,32.24,36.11,9.81,11.26,12.94,33.55,35.73,37.9,0.77,0.87,0.96,Contra Costa
2020-05-11,28.07,31.69,35.59,9.63,11.07,12.74,34.11,36.29,38.47,0.78,0.87,0.97,Contra Costa
2020-05-12,27.53,31.15,35.05,9.45,10.89,12.55,34.65,36.84,39.02,0.79,0.89,0.99,Contra Costa
2020-05-13,27.02,30.63,34.52,9.26,10.7,12.36,35.17,37.38,39.57,0.81,0.9,1.04,Contra Costa
2020-05-14,26.5,30.13,34.02,9.07,10.53,12.18,35.7,37.91,40.11,0.83,0.93,1.09,Contra Costa
2020-05-15,25.96,29.63,33.52,8.89,10.36,12,36.21,38.43,40.64,0.84,0.95,1.13,Contra Costa
2020-05-16,25.46,29.15,33.06,8.72,10.19,11.83,36.7,38.95,41.17,0.85,0.98,1.18,Contra Costa
2020-05-17,24.97,28.66,32.61,8.55,10.02,11.67,37.21,39.45,41.69,0.86,1.01,1.2,Contra Costa
2020-05-18,24.49,28.24,32.23,8.41,9.86,11.5,37.69,39.95,42.2,0.86,1.03,1.23,Contra Costa
2020-05-19,24.12,27.83,31.81,8.27,9.72,11.35,38.16,40.44,42.7,0.86,1.04,1.24,Contra Costa
2020-05-20,23.78,27.44,31.44,8.14,9.59,11.22,38.62,40.91,43.2,0.86,1.05,1.26,Contra Costa
2020-05-21,23.46,27.12,31.1,8.04,9.48,11.09,39.08,41.39,43.7,0.86,1.05,1.26,Contra Costa
2020-05-22,23.17,26.82,30.81,7.95,9.38,10.98,39.54,41.86,44.18,0.86,1.05,1.27,Contra Costa
2020-05-23,22.94,26.55,30.52,7.87,9.28,10.88,39.99,42.33,44.65,0.87,1.05,1.27,Contra Costa
2020-05-24,22.72,26.32,30.26,7.79,9.19,10.77,40.42,42.8,45.14,0.88,1.06,1.27,Contra Costa
2020-05-25,22.56,26.13,29.98,7.73,9.12,10.67,40.87,43.25,45.61,0.9,1.08,1.28,Contra Costa
2020-05-26,22.44,25.96,29.8,7.69,9.07,10.61,41.32,43.71,46.1,0.92,1.1,1.3,Contra Costa
2020-05-27,22.3,25.82,29.63,7.65,9.03,10.55,41.75,44.16,46.57,0.96,1.13,1.33,Contra Costa
2020-05-28,22.21,25.72,29.5,7.63,8.99,10.5,42.18,44.61,47.04,1,1.17,1.38,Contra Costa
2020-05-29,22.15,25.65,29.39,7.61,8.96,10.47,42.6,45.06,47.51,1.04,1.21,1.43,Contra Costa
2020-05-30,22.1,25.59,29.38,7.6,8.95,10.45,43.03,45.51,47.98,1.07,1.25,1.48,Contra Costa
2020-05-31,22.07,25.6,29.4,7.6,8.95,10.48,43.43,45.96,48.44,1.09,1.28,1.52,Contra Costa
2020-06-01,22.09,25.62,29.47,7.61,8.97,10.51,43.86,46.4,48.9,1.11,1.3,1.55,Contra Costa
2020-06-02,22.14,25.71,29.61,7.64,9,10.55,44.29,46.84,49.36,1.11,1.32,1.57,Contra Costa
2020-06-03,22.28,25.83,29.75,7.69,9.05,10.63,44.73,47.3,49.82,1.11,1.33,1.59,Contra Costa
2020-06-04,22.45,26.02,29.97,7.76,9.14,10.72,45.16,47.74,50.3,1.11,1.33,1.6,Contra Costa
2020-06-05,22.72,26.29,30.26,7.84,9.23,10.83,45.59,48.2,50.77,1.11,1.33,1.6,Contra Costa
2020-06-06,23.07,26.64,30.58,7.97,9.34,10.94,46.04,48.66,51.24,1.11,1.34,1.6,Contra Costa
2020-06-07,23.48,27.03,30.98,8.11,9.48,11.07,46.48,49.13,51.75,1.12,1.34,1.59,Contra Costa
2020-06-08,23.98,27.5,31.39,8.28,9.65,11.21,46.93,49.6,52.25,1.14,1.34,1.57,Contra Costa
2020-06-09,24.51,28.04,31.88,8.5,9.83,11.39,47.39,50.07,52.75,1.15,1.34,1.55,Contra Costa
2020-06-10,25.16,28.63,32.4,8.71,10.05,11.6,47.87,50.56,53.25,1.18,1.35,1.52,Contra Costa
2020-06-11,25.87,29.26,32.98,8.95,10.27,11.82,48.34,51.06,53.77,1.21,1.35,1.5,Contra Costa
2020-06-12,26.61,29.93,33.61,9.21,10.52,12.06,48.81,51.57,54.3,1.23,1.35,1.48,Contra Costa
2020-06-13,27.42,30.69,34.38,9.48,10.8,12.32,49.3,52.11,54.85,1.25,1.35,1.47,Contra Costa
2020-06-14,28.24,31.51,35.13,9.76,11.08,12.62,49.8,52.65,55.42,1.26,1.36,1.47,Contra Costa
2020-06-15,29.13,32.4,36.01,10.07,11.4,12.95,50.32,53.21,56,1.26,1.36,1.47,Contra Costa
2020-06-16,30.03,33.36,37.01,10.38,11.73,13.31,50.85,53.77,56.61,1.26,1.36,1.48,Contra Costa
2020-06-17,30.96,34.33,38.05,10.7,12.1,13.71,51.41,54.37,57.21,1.26,1.36,1.48,Contra Costa
2020-06-18,31.95,35.42,39.24,11.05,12.48,14.12,51.96,54.98,57.84,1.26,1.36,1.48,Contra Costa
2020-06-19,33,36.59,40.47,11.41,12.88,14.55,52.55,55.6,58.51,1.25,1.36,1.48,Contra Costa
2020-06-20,34.06,37.8,41.76,11.81,13.32,15.03,53.16,56.24,59.17,1.25,1.36,1.48,Contra Costa
2020-06-21,35.25,39.09,43.12,12.22,13.77,15.53,53.79,56.9,59.87,1.25,1.36,1.48,Contra Costa
2020-06-22,36.53,40.43,44.51,12.66,14.24,16.03,54.45,57.6,60.6,1.25,1.36,1.48,Contra Costa
2020-06-23,37.85,41.83,45.97,13.14,14.74,16.56,55.12,58.31,61.37,1.25,1.36,1.48,Contra Costa
2020-06-24,39.26,43.27,47.5,13.62,15.25,17.11,55.8,59.05,62.14,1.25,1.36,1.48,Contra Costa
2020-06-25,40.75,44.83,49.07,14.15,15.79,17.67,56.5,59.81,62.94,1.25,1.36,1.48,Contra Costa
2020-06-26,42.36,46.43,50.68,14.69,16.36,18.28,57.24,60.61,63.77,1.25,1.36,1.48,Contra Costa
2020-06-27,44.03,48.14,52.37,15.26,16.96,18.89,58,61.42,64.63,1.25,1.36,1.48,Contra Costa
2020-06-28,45.82,49.91,54.09,15.88,17.58,19.53,58.78,62.27,65.54,1.25,1.36,1.48,Contra Costa
2020-06-29,47.67,51.75,55.89,16.52,18.23,20.19,59.58,63.14,66.47,1.25,1.36,1.48,Contra Costa
2020-06-30,49.66,53.66,57.78,17.18,18.91,20.89,60.41,64.06,67.43,1.25,1.36,1.48,Contra Costa
2020-07-01,51.67,55.64,59.76,17.88,19.61,21.61,61.27,65,68.44,1.25,1.36,1.48,Contra Costa
2020-07-02,53.75,57.74,61.82,18.6,20.35,22.36,62.18,65.99,69.49,1.25,1.35,1.47,Contra Costa
2020-07-03,55.89,59.9,64.04,19.33,21.11,23.16,63.13,67.01,70.57,1.24,1.34,1.46,Contra Costa
2020-07-04,58.16,62.2,66.39,20.11,21.92,24.04,64.1,68.07,71.7,1.22,1.33,1.45,Contra Costa
2020-07-05,60.41,64.53,68.85,20.86,22.74,24.94,65.11,69.16,72.91,1.18,1.32,1.43,Contra Costa
2020-07-06,62.69,66.95,71.34,21.66,23.59,25.88,66.15,70.28,74.13,1.07,1.29,1.41,Contra Costa
2020-07-07,64.97,69.46,74.11,22.48,24.47,26.85,67.25,71.47,75.4,0.97,1.25,1.4,Contra Costa
2020-07-08,67.32,72.02,76.96,23.31,25.38,27.85,68.38,72.69,76.69,0.89,1.21,1.39,Contra Costa
2020-07-09,69.69,74.65,79.82,24.12,26.31,28.9,69.56,73.96,78.06,0.83,1.16,1.4,Contra Costa
2020-07-10,72.12,77.3,82.67,24.97,27.22,29.94,70.78,75.29,79.47,0.79,1.13,1.42,Contra Costa
2020-07-11,74.53,79.91,85.53,25.79,28.14,30.94,72.04,76.63,80.93,0.76,1.1,1.43,Contra Costa
2020-07-12,76.96,82.51,88.18,26.63,29.06,31.92,73.33,78.02,82.45,0.74,1.09,1.45,Contra Costa
2020-07-13,79.39,85.02,90.73,27.44,29.95,32.87,74.68,79.48,84.02,0.73,1.08,1.45,Contra Costa
2020-07-14,81.67,87.45,93.17,28.24,30.78,33.77,76.02,80.96,85.59,0.73,1.08,1.45,Contra Costa
2020-07-15,83.81,89.75,95.65,28.96,31.6,34.66,77.42,82.49,87.27,0.72,1.08,1.45,Contra Costa
2020-07-16,85.67,91.87,98.2,29.59,32.36,35.59,78.86,84.07,88.99,0.72,1.07,1.45,Contra Costa
2020-07-17,87.2,93.9,101.12,30.08,33.06,36.65,80.33,85.67,90.72,0.72,1.07,1.45,Contra Costa
2020-07-18,88.11,95.92,104.47,30.46,33.79,37.73,81.83,87.32,92.49,0.72,1.07,1.45,Contra Costa
2020-07-19,88.55,97.85,107.99,30.72,34.53,38.94,83.35,89,94.3,0.72,1.07,1.45,Contra Costa
2020-07-20,88.78,99.65,111.73,30.81,35.22,40.24,84.92,90.72,96.17,0.72,1.07,1.45,Contra Costa
2020-07-21,88.7,101.51,115.9,30.79,35.83,41.58,86.52,92.47,98.05,0.71,1.07,1.45,Contra Costa
2020-07-22,88.3,103.22,120.37,30.63,36.45,43.2,88.12,94.27,99.97,,,,Contra Costa
2020-07-23,87.57,104.88,125.25,30.43,37.07,44.91,89.73,96.06,101.96,,,,Contra Costa
2020-07-24,86.6,106.51,130.31,30.09,37.66,46.67,91.37,97.93,104.03,,,,Contra Costa
2020-07-25,85.42,107.96,135.66,29.75,38.22,48.53,93.01,99.82,106.13,,,,Contra Costa
2020-07-26,84.26,109.46,141.28,29.36,38.69,50.55,94.69,101.76,108.32,,,,Contra Costa
2020-07-27,83.01,110.99,147.67,28.86,39.24,52.67,96.32,103.71,110.56,,,,Contra Costa
2020-07-28,81.64,112.42,154.2,28.38,39.7,55.03,97.97,105.7,112.92,,,,Contra Costa
2020-07-29,80.16,113.81,161.02,27.84,40.17,57.38,99.67,107.7,115.39,,,,Contra Costa
2020-07-30,78.45,114.95,168.42,27.31,40.64,59.85,101.28,109.68,118.02,,,,Contra Costa
2020-07-31,76.94,116.34,176.3,26.81,41.11,62.55,102.89,111.73,120.72,,,,Contra Costa
2020-08-01,75.21,117.64,184.22,26.25,41.56,65.37,104.44,113.77,123.56,,,,Contra Costa
2020-08-02,73.36,118.78,192.05,25.68,41.94,68.28,105.88,115.85,126.63,,,,Contra Costa
2020-08-03,71.6,120.06,200.6,25.01,42.37,71.25,107.27,117.94,129.84,,,,Contra Costa
2020-08-04,69.84,121.3,209.92,24.35,42.74,74.41,108.68,120.06,133.35,,,,Contra Costa
2020-08-05,67.95,122.57,219.54,23.7,43.09,77.84,110.14,122.18,136.94,,,,Contra Costa
2020-08-06,65.96,123.63,229.37,23.11,43.5,81.37,111.51,124.31,140.73,,,,Contra Costa
2020-08-07,64.12,124.92,239.47,22.52,43.92,85.2,112.85,126.43,144.55,,,,Contra Costa
2020-08-08,62.27,126.11,250.6,21.89,44.36,89.19,114.12,128.57,148.56,,,,Contra Costa
2020-08-09,60.43,127.29,262.09,21.21,44.73,93.4,115.38,130.76,152.81,,,,Contra Costa
2020-08-10,58.79,128.29,274.06,20.59,45.15,97.71,116.51,132.96,157.19,,,,Contra Costa
2020-08-11,57.22,129.39,286.57,20.03,45.41,102.64,117.68,135.26,161.83,,,,Contra Costa
2020-08-12,55.63,130.55,299.94,19.41,45.76,107.04,118.88,137.51,166.65,,,,Contra Costa
2020-08-13,54.04,131.61,313.65,18.82,46.17,112.11,119.9,139.84,171.75,,,,Contra Costa
2020-08-14,52.34,132.63,328.15,18.18,46.52,117.64,120.86,142.19,177.27,,,,Contra Costa
2020-08-15,50.65,133.67,343.05,17.52,46.93,123.19,121.83,144.49,183.27,,,,Contra Costa
2020-03-15,1.84,4.33,8.77,0.54,1.26,2.5,0.12,0.31,0.64,1.27,2.34,4.03,Fresno
2020-03-16,2.2,5.03,9.9,0.64,1.45,2.82,0.15,0.36,0.75,1.24,2.27,3.98,Fresno
2020-03-17,2.62,5.8,11.07,0.77,1.68,3.16,0.17,0.42,0.87,1.21,2.18,3.88,Fresno
2020-03-18,3.15,6.66,12.24,0.92,1.92,3.48,0.21,0.5,1,1.19,2.04,3.69,Fresno
2020-03-19,3.78,7.62,13.49,1.11,2.19,3.81,0.25,0.58,1.15,1.17,1.86,3.37,Fresno
2020-03-20,4.52,8.63,14.72,1.32,2.49,4.18,0.3,0.68,1.3,1.15,1.61,3.01,Fresno
2020-03-21,5.4,9.79,16,1.58,2.81,4.52,0.36,0.79,1.48,1.12,1.42,2.56,Fresno
2020-03-22,6.4,11.04,17.28,1.86,3.15,4.84,0.43,0.91,1.67,1.11,1.32,2.1,Fresno
